customer_id,customer_name,contact_email,account_number,account_type,gender,acct_open_date,products,state_of_residence
CUST00237,Christine Reyes,sharonparker@robinson.com,ACC38832836,Savings,Male,2022-01-31,FlexMore,Oyo
CUST00238,Joshua Edwards,sroberts@yahoo.com,ACC20848656,Current,Female,2024-01-27,BetterSave,Abuja
CUST00239,Linda Jones,stephen00@bowers-mitchell.com,ACC32049973,Savings,Male,2021-05-17,FamFriends,Kano
CUST00240,Anita Sanders,david25@yahoo.com,ACC59326604,Savings,Male,2023-09-04,BetterSave,Kaduna
CUST00241,Raymond Berry,erika90@young.com,ACC55555712,Current,Female,2024-05-12,FamFriends,Abuja
CUST00242,Daniel Butler,keith62@yahoo.com,ACC66675231,Current,Female,2021-04-18,SaveEasy,Abuja
CUST00243,Cory Schmidt,kristymendoza@hotmail.com,ACC49864872,Savings,Male,2021-09-13,SaveEasy,Enugu
CUST00244,Jennifer Yoder,johnsonkevin@sherman.biz,ACC29421432,Current,Female,2020-06-04,FlexMore,Oyo
CUST00245,Audrey Hatfield,eharper@gibbs-richards.com,ACC72260196,Current,Male,2022-12-03,SaveEasy,Osun
CUST00246,Hannah Reeves,rebeccachase@hotmail.com,ACC46124725,Savings,Male,2020-02-20,BetterSave,Delta
CUST00247,Timothy Gordon,olynch@gmail.com,ACC11095351,Savings,Male,2021-01-23,FamFriends,Kano
CUST00248,John Hunter,trevormorgan@gmail.com,ACC70730483,Current,Male,2022-07-30,FlexMore,Kaduna
CUST00249,Connie Joseph,vpayne@ross-williams.com,ACC60235321,Savings,Female,2023-02-12,BetterSave,Enugu
CUST00250,Miss Jasmine Green,rfleming@hotmail.com,ACC90645330,Current,Male,2019-12-18,SaveEasy,Rivers
CUST00251,Tina Rodriguez,davidthompson@rojas-bryan.com,ACC20179246,Current,Female,2022-05-05,FamFriends,Abuja
CUST00252,Timothy Sanchez,curtistownsend@baker-hill.info,ACC24166369,Savings,Female,2022-12-30,SaveEasy,Edo
CUST00253,Holly Davis,sbrooks@coleman.com,ACC90527777,Savings,Female,2020-08-09,FlexMore,Abuja
CUST00254,Jesse Howard,sabrinagilbert@martinez-figueroa.com,ACC49448498,Savings,Male,2021-02-17,FlexMore,Enugu
CUST00255,Sheryl Williams,markoneill@hotmail.com,ACC47262703,Current,Female,2023-06-09,FamFriends,Lagos
CUST00256,Tim Frazier,vaughnjessica@hotmail.com,ACC76954208,Savings,Female,2021-01-20,SaveEasy,Osun
CUST00257,James Baker,rodriguezjennifer@palmer.com,ACC10907924,Current,Male,2024-05-23,SaveEasy,Kano
CUST00258,Veronica Moore,veronica85@adams.info,ACC98309671,Savings,Female,2020-11-19,FamFriends,Delta
CUST00259,Richard Bush,qtaylor@spence.com,ACC26027951,Current,Female,2020-04-04,SaveEasy,Delta
CUST00260,Lee Beasley,salinaskayla@cervantes-roberts.info,ACC76359706,Savings,Female,2021-06-13,FamFriends,Oyo
CUST00261,Amanda Riddle,williamward@gmail.com,ACC87431014,Current,Male,2023-02-06,FlexMore,Oyo
CUST00262,Matthew Peterson,kathyross@ball-robinson.net,ACC51692650,Savings,Female,2020-01-07,FlexMore,Abuja
CUST00263,Michelle Rivera,lisahernandez@jackson.info,ACC80759440,Savings,Female,2023-02-23,FlexMore,Lagos
CUST00264,Michelle Edwards,huffmanmadison@hotmail.com,ACC36826168,Current,Male,2024-03-10,FlexMore,Rivers
CUST00265,Gail Collins,cdaniels@hotmail.com,ACC78875154,Savings,Female,2023-04-15,FamFriends,Kaduna
CUST00266,Vanessa Dominguez,oyoung@king-burgess.info,ACC36881310,Savings,Female,2022-03-10,FlexMore,Abuja
CUST00267,Alexandra Mitchell,sara90@mora-dean.com,ACC11473290,Current,Female,2021-02-05,SaveEasy,Delta
CUST00268,Tammy Cole,erika54@yahoo.com,ACC79223964,Current,Male,2021-09-28,FlexMore,Kano
CUST00269,Anthony Powers,elizabeth70@yahoo.com,ACC86007810,Current,Female,2021-09-14,FamFriends,Kano
CUST00270,Michael Mejia,qbaxter@hotmail.com,ACC26293088,Current,Female,2020-07-10,BetterSave,Kaduna
CUST00271,Katherine Delgado,erin44@hotmail.com,ACC69032913,Savings,Female,2020-07-20,SaveEasy,Kaduna
CUST00272,Daisy Navarro,thunter@peterson.com,ACC96025269,Savings,Female,2019-09-08,BetterSave,Osun
CUST00273,Patrick Pope,john11@keller-williams.com,ACC97140337,Savings,Female,2020-01-02,FamFriends,Lagos
CUST00274,Laura Oliver,christopherfletcher@gibbs.com,ACC48843910,Current,Male,2023-03-06,SaveEasy,Lagos
CUST00275,Tiffany Rodriguez,ggonzales@garrison.org,ACC57235925,Savings,Male,2022-05-29,SaveEasy,Kano
CUST00276,Jeffrey Brown,zyoung@mullins.com,ACC67759670,Current,Male,2023-11-14,BetterSave,Oyo
CUST00277,Douglas Bishop,amber73@hotmail.com,ACC70132628,Current,Male,2022-09-10,FamFriends,Abuja
CUST00278,Steven Hines,anthony75@gmail.com,ACC36074883,Savings,Male,2022-01-20,FamFriends,Enugu
CUST00279,Arthur Alexander,kenneth16@yahoo.com,ACC27268926,Current,Female,2023-08-28,FlexMore,Lagos
CUST00280,Anthony Soto,perezjessica@fleming.com,ACC31636181,Current,Female,2022-01-05,BetterSave,Abuja
CUST00281,Taylor Johnson,quinnmark@tanner-browning.com,ACC15732454,Savings,Female,2019-12-30,FamFriends,Abuja
CUST00282,Anne Bentley,bruce20@yahoo.com,ACC80133547,Current,Female,2022-04-19,FlexMore,Enugu
CUST00283,David Gonzalez,thomas73@hotmail.com,ACC26326961,Savings,Male,2020-03-23,SaveEasy,Kano
CUST00284,Gregory Rivera,briangordon@hotmail.com,ACC89184350,Savings,Male,2022-08-01,FamFriends,Delta
CUST00285,Jessica Anderson,paulastephenson@baker-lawson.com,ACC43016178,Savings,Male,2020-07-12,FamFriends,Enugu
CUST00286,Anthony Fitzgerald,josephbrown@stevens.com,ACC43975280,Current,Male,2022-01-24,BetterSave,Kaduna
CUST00287,Ashley Johnson,owenjillian@hotmail.com,ACC99326694,Current,Male,2022-09-18,FamFriends,Delta
CUST00288,Courtney Hicks,marshallsheila@gmail.com,ACC50825375,Current,Female,2022-07-22,FlexMore,Oyo
CUST00289,Angela Cardenas,syoder@hotmail.com,ACC90735135,Savings,Female,2023-10-28,FamFriends,Osun
CUST00290,Thomas Austin,james71@macias.com,ACC59806039,Current,Female,2022-07-10,SaveEasy,Edo
CUST00291,Sherry Thomas,jeremiah61@bennett.net,ACC61690262,Current,Male,2021-09-18,BetterSave,Osun
CUST00292,Travis Garcia,armstronganne@hotmail.com,ACC61007719,Current,Male,2021-05-26,FlexMore,Edo
CUST00293,Patrick Cohen,jeromemarsh@gmail.com,ACC36010844,Current,Male,2020-01-25,SaveEasy,Kaduna
CUST00294,Gregory Miller,jamesthomas@hotmail.com,ACC42747118,Savings,Female,2022-06-09,BetterSave,Abuja
CUST00295,Christopher Santana,renee66@peters-flores.com,ACC50399822,Current,Female,2020-02-28,SaveEasy,Abuja
CUST00296,Jeffery Wolfe,jamescarter@meadows.com,ACC30732950,Current,Female,2019-10-01,FlexMore,Delta
CUST00297,Kathleen Bates,gabriella37@ware.com,ACC61706569,Current,Male,2022-10-25,SaveEasy,Enugu
CUST00298,Andrew Eaton,ericsmith@hotmail.com,ACC28280603,Savings,Male,2023-10-02,SaveEasy,Osun
CUST00299,Jean Carr,floresjames@gmail.com,ACC54982794,Savings,Female,2021-08-12,SaveEasy,Rivers
CUST00300,Robert Ortiz,pamelabarnes@short.org,ACC36915347,Current,Female,2022-12-24,SaveEasy,Edo
CUST00301,Nicholas Anderson,stephenswanson@gmail.com,ACC97323815,Savings,Male,2022-11-04,FlexMore,Osun
CUST00302,Joshua Todd,rbrown@snyder-rodriguez.net,ACC74063615,Savings,Male,2024-03-07,SaveEasy,Abuja
CUST00303,Judy Mendoza,penaapril@kelley.net,ACC16015324,Current,Female,2022-08-07,BetterSave,Lagos
CUST00304,Desiree Diaz,ujohnson@gmail.com,ACC34652485,Savings,Male,2020-12-08,SaveEasy,Edo
CUST00305,Stephanie Griffin,langamy@yahoo.com,ACC28406220,Current,Female,2024-03-07,BetterSave,Kaduna
CUST00306,Michael Stevens,zthompson@gray.org,ACC63979563,Current,Male,2024-02-17,FamFriends,Lagos
CUST00307,Kimberly Long,smithvictoria@hotmail.com,ACC72228984,Current,Male,2021-04-03,FlexMore,Lagos
CUST00308,Chelsea Morton,copelandbryan@gmail.com,ACC10313678,Current,Female,2020-12-19,BetterSave,Osun
CUST00309,Antonio Lopez,bpalmer@gmail.com,ACC78618186,Savings,Male,2022-01-10,SaveEasy,Rivers
CUST00310,Jeffrey Barker,jennifer44@rangel.com,ACC93151007,Current,Male,2023-09-29,FlexMore,Rivers
CUST00311,Christine Reyes,sandy41@johnson.com,ACC13791535,Savings,Male,2020-07-28,BetterSave,Enugu
CUST00312,Curtis Rodriguez,glee@schwartz-griffin.com,ACC48899673,Savings,Male,2022-11-11,BetterSave,Edo
CUST00313,Donald Mueller,bryan78@carter-anderson.com,ACC92896110,Current,Female,2023-01-13,FlexMore,Enugu
CUST00314,Alec Kaufman,lcarr@hotmail.com,ACC19590242,Savings,Male,2022-01-09,FlexMore,Oyo
CUST00315,Tasha Lopez DVM,smithjose@hotmail.com,ACC17017663,Current,Female,2021-08-24,FamFriends,Kaduna
CUST00316,Jose Young PhD,pcortez@hotmail.com,ACC33416654,Current,Male,2020-02-06,SaveEasy,Delta
CUST00317,Evan Lee,bobbyperry@hotmail.com,ACC44991624,Savings,Female,2021-04-24,FamFriends,Rivers
CUST00318,Kenneth White,melissabaker@gmail.com,ACC71680880,Current,Male,2023-11-10,SaveEasy,Kaduna
CUST00319,Travis Rojas,jhughes@tran-morgan.com,ACC14078215,Current,Male,2019-07-25,BetterSave,Lagos
CUST00320,Adam Sweeney,oshaw@gmail.com,ACC97651529,Savings,Female,2022-12-27,FlexMore,Rivers
CUST00321,Kathleen Collins,knavarro@yahoo.com,ACC83538056,Current,Female,2024-03-13,BetterSave,Lagos
CUST00322,Shelby Whitehead,vreed@gonzalez.com,ACC51834176,Savings,Female,2021-05-31,FamFriends,Edo
CUST00323,Kelsey Patel,faulknerelizabeth@larson.org,ACC10100702,Savings,Male,2021-02-25,BetterSave,Abuja
CUST00324,Victor Taylor,stephenmann@floyd.net,ACC53957125,Current,Male,2024-06-29,BetterSave,Lagos
CUST00325,Crystal Thomas,bfletcher@gmail.com,ACC91075383,Current,Female,2023-08-04,BetterSave,Oyo
CUST00326,Joseph Mcdaniel,sphillips@gmail.com,ACC66898851,Savings,Male,2021-12-15,FlexMore,Enugu
CUST00327,Amanda Chang,lorifisher@jacobs.com,ACC14070355,Current,Female,2021-08-16,BetterSave,Enugu
CUST00328,Miss Meghan Schmidt,michelle79@marquez-perkins.com,ACC63918754,Savings,Male,2023-04-10,BetterSave,Kano
CUST00329,Jennifer Warren,ocombs@romero.com,ACC30706611,Savings,Male,2023-02-27,SaveEasy,Enugu
CUST00330,Joshua Martin,richardmcclure@hotmail.com,ACC95172116,Current,Male,2020-05-08,BetterSave,Lagos
CUST00331,Logan Chung,susanali@yahoo.com,ACC93127669,Current,Male,2019-12-28,FlexMore,Oyo
CUST00332,Dawn Kim,rebeccariley@cannon.com,ACC91443373,Current,Male,2022-12-21,BetterSave,Abuja
CUST00333,Andrew Johnson,jacob62@hotmail.com,ACC22067511,Current,Female,2021-03-08,FlexMore,Kano
CUST00334,Alexander Mckee,rojaskristina@gmail.com,ACC28271344,Current,Male,2024-04-17,BetterSave,Edo
CUST00335,Marie Brown,beckjames@hotmail.com,ACC17102964,Savings,Male,2019-12-06,SaveEasy,Rivers
CUST00336,Priscilla Castro,troy43@gomez-richardson.com,ACC48894013,Current,Female,2022-01-17,FlexMore,Edo
CUST00337,Mr. Michael Santiago,mitchelltamara@hotmail.com,ACC53393834,Current,Female,2019-10-12,FamFriends,Oyo
CUST00338,David Kennedy MD,joshuawilson@robertson.org,ACC45665748,Current,Male,2020-12-06,SaveEasy,Kaduna
CUST00339,Jennifer Allen,meghan00@carey.biz,ACC46242013,Savings,Male,2022-05-03,FlexMore,Osun
CUST00340,Daniel Callahan,felicia78@yahoo.com,ACC72124826,Current,Male,2022-12-23,FamFriends,Kano
CUST00341,Joan Coleman,tmartinez@nguyen.com,ACC90055667,Current,Female,2022-07-28,FlexMore,Lagos
CUST00342,Lauren White,alyssa03@richardson-greer.info,ACC30749019,Savings,Male,2020-08-06,FlexMore,Delta
CUST00343,Laurie Middleton,georgecory@campbell.com,ACC65623871,Current,Female,2021-08-19,BetterSave,Kano
CUST00344,Felicia Kim,barberlauren@yahoo.com,ACC98961236,Current,Male,2021-10-30,FlexMore,Enugu
CUST00345,Jose Hernandez,freemanjohnny@yahoo.com,ACC43245583,Current,Female,2022-07-04,BetterSave,Oyo
CUST00346,Mackenzie Avila,michael98@gmail.com,ACC92146047,Savings,Female,2019-10-15,FamFriends,Osun
CUST00347,James Vang,gonzalezrachel@parker.org,ACC89328964,Savings,Female,2019-08-01,SaveEasy,Oyo
CUST00348,Dennis Grant,rachel90@hotmail.com,ACC87251805,Current,Male,2021-11-21,FamFriends,Oyo
CUST00349,Laura Griffin,eavery@anderson-maxwell.com,ACC10520303,Current,Male,2019-11-09,FamFriends,Oyo
CUST00350,Ana Evans,randallcheyenne@garcia.info,ACC69020656,Current,Female,2021-01-29,FamFriends,Delta
CUST00351,Sherry Anderson,hayessandra@yahoo.com,ACC55274107,Current,Female,2024-03-14,BetterSave,Osun
CUST00352,Jessica Bennett,jparker@cook.biz,ACC87709464,Current,Male,2019-08-26,SaveEasy,Lagos
CUST00353,Dawn Herring,sthompson@gmail.com,ACC97420049,Current,Male,2022-01-11,BetterSave,Enugu
CUST00354,Craig Chapman,martinezshannon@yahoo.com,ACC39591129,Savings,Female,2023-01-02,FlexMore,Enugu
CUST00355,Charles Owens,katherinelopez@martinez.biz,ACC98001193,Savings,Female,2023-03-18,FlexMore,Kano
CUST00356,Johnny Weber,walkerariel@yahoo.com,ACC90388846,Savings,Male,2024-02-28,BetterSave,Delta
CUST00357,Zachary Anderson,dstephens@galvan-gibson.com,ACC23357056,Current,Male,2020-04-18,FlexMore,Edo
CUST00358,Elizabeth Roberts,turneramy@horton.info,ACC63421543,Current,Male,2024-05-08,BetterSave,Oyo
CUST00359,Dawn Allen,wallchristopher@hotmail.com,ACC94616400,Current,Female,2020-01-20,BetterSave,Kano
CUST00360,Andre Vasquez,pamela87@hotmail.com,ACC85866190,Current,Female,2022-07-26,FlexMore,Enugu
CUST00361,Donald Nguyen,itorres@yahoo.com,ACC96097792,Current,Male,2022-06-28,BetterSave,Kaduna
CUST00362,Mr. Robert Mitchell,markmcintosh@garcia.org,ACC39696888,Savings,Female,2021-12-27,FamFriends,Edo
CUST00363,Nicholas Garcia,stephanie14@stevenson.com,ACC57433750,Savings,Male,2021-03-25,FlexMore,Oyo
CUST00364,Aaron Thomas,gmaldonado@yahoo.com,ACC48706123,Savings,Male,2020-07-27,SaveEasy,Kaduna
CUST00365,Dr. Christopher Vargas,millermichael@rodriguez.net,ACC72943656,Current,Male,2023-07-08,SaveEasy,Enugu
CUST00366,Christy Barnes,kelly01@hotmail.com,ACC42165950,Savings,Female,2023-04-29,FlexMore,Rivers
CUST00367,Kathy Chaney,dustinwilliams@williams.com,ACC80058997,Savings,Male,2020-10-01,FlexMore,Kano
CUST00368,Shelly Cline,elizabethberry@hotmail.com,ACC98162605,Current,Female,2021-11-14,FlexMore,Enugu
CUST00369,Matthew Owen,johndixon@martin.com,ACC64289157,Savings,Male,2022-05-02,BetterSave,Lagos
CUST00370,Susan Potter,aramirez@king-lee.com,ACC74871400,Savings,Male,2020-08-11,FlexMore,Oyo
CUST00371,Victor Dillon,mjohnston@bray-white.org,ACC33491560,Savings,Female,2021-12-16,FlexMore,Kaduna
CUST00372,Derek Newton,carriewhite@hotmail.com,ACC28331697,Savings,Female,2023-10-22,FamFriends,Osun
CUST00373,Scott Jimenez,gsmith@gmail.com,ACC87316219,Current,Female,2021-12-13,FlexMore,Kaduna
CUST00374,Frances Harding,michael96@hotmail.com,ACC45318156,Savings,Female,2021-12-06,FamFriends,Abuja
CUST00375,Randall Paul,luisevans@hotmail.com,ACC46555185,Savings,Male,2021-06-11,FlexMore,Kano
CUST00376,Samantha Henderson,eward@barker.com,ACC11722514,Current,Female,2020-01-24,FlexMore,Abuja
CUST00377,Christopher Werner,sandersjason@moore.com,ACC44078288,Current,Female,2021-10-22,BetterSave,Kaduna
CUST00378,Elizabeth Campbell,blakecarrie@smith.com,ACC64688371,Current,Male,2023-07-19,SaveEasy,Lagos
CUST00379,Sonya Myers,andrewreed@gmail.com,ACC11405064,Savings,Female,2023-05-12,FamFriends,Osun
CUST00380,Kaylee Hoffman,linda19@hotmail.com,ACC80731269,Savings,Male,2024-02-21,SaveEasy,Rivers
CUST00381,Danielle Moore,meagansmith@gmail.com,ACC12073148,Current,Male,2022-12-28,SaveEasy,Rivers
CUST00382,Rebecca Gross,mcgeekevin@gmail.com,ACC44118375,Savings,Female,2019-09-24,SaveEasy,Edo
CUST00383,Samantha Jimenez,smithpaula@smith-payne.info,ACC46564093,Savings,Female,2022-01-03,FamFriends,Rivers
CUST00384,Jermaine Collins,sparksjulie@hotmail.com,ACC79882856,Savings,Female,2021-02-28,FamFriends,Kaduna
CUST00385,Dr. Jamie Stokes,barnettkathryn@taylor-carter.org,ACC14201250,Current,Female,2019-07-31,BetterSave,Lagos
CUST00386,Kevin Richards,loricollins@mcknight-black.com,ACC74577405,Current,Male,2022-12-04,FamFriends,Edo
CUST00387,Christina Johnson,greenelizabeth@yahoo.com,ACC42855680,Savings,Female,2022-11-08,SaveEasy,Oyo
CUST00388,Peter Cook,jmiller@yahoo.com,ACC82924688,Current,Male,2021-12-02,BetterSave,Delta
CUST00389,Brianna Oliver,powellchristopher@hotmail.com,ACC88493157,Savings,Male,2023-02-18,FlexMore,Lagos
CUST00390,Teresa Davis,crosscarrie@brown-norman.org,ACC74405331,Current,Male,2023-06-26,BetterSave,Edo
CUST00391,Nicole Stafford,lcaldwell@clark.com,ACC63916063,Current,Male,2024-05-04,FlexMore,Kano
CUST00392,Warren Martinez,morenorobert@vasquez.info,ACC43470529,Current,Male,2020-10-07,BetterSave,Kano
CUST00393,Timothy Chapman,petersonchelsey@gmail.com,ACC20383760,Current,Male,2023-10-24,SaveEasy,Oyo
CUST00394,Tammy Green,april95@hotmail.com,ACC72420222,Current,Male,2020-07-31,SaveEasy,Abuja
CUST00395,Richard Ward,mrogers@hotmail.com,ACC63095456,Savings,Male,2021-08-29,SaveEasy,Osun
CUST00396,Russell Morales,emilyolsen@warren.biz,ACC93916059,Current,Male,2022-12-21,SaveEasy,Delta
CUST00397,Susan Santos,rmoore@hotmail.com,ACC42644864,Savings,Female,2020-02-12,FamFriends,Kaduna
CUST00398,Bethany Smith,amythompson@nguyen-lamb.com,ACC25986240,Savings,Male,2021-09-29,SaveEasy,Delta
CUST00399,Colleen Hill,caitlinwilliams@gmail.com,ACC76575525,Savings,Male,2022-05-23,FlexMore,Kano
CUST00400,Andrew Smith,kbishop@gmail.com,ACC84292840,Current,Female,2022-08-13,FlexMore,Kaduna
CUST00401,Dominique Chandler,micheal21@gmail.com,ACC28309355,Savings,Male,2020-11-20,SaveEasy,Osun
CUST00402,Christina Curtis,elizabethvasquez@hotmail.com,ACC91451971,Savings,Male,2024-04-14,FamFriends,Oyo
CUST00403,Jessica Shaffer,robertsjessica@gilmore-elliott.org,ACC37829901,Current,Male,2020-05-05,SaveEasy,Osun
CUST00404,Kenneth Huff,zmartinez@parsons-ayala.com,ACC17597598,Savings,Male,2023-02-14,FamFriends,Delta
CUST00405,Mary Cuevas,osmith@hotmail.com,ACC79321270,Current,Male,2024-04-02,BetterSave,Osun
CUST00406,Maria Rodriguez,batesryan@gmail.com,ACC49831510,Current,Female,2023-01-14,FamFriends,Abuja
CUST00407,Michael Mullins,gjones@hotmail.com,ACC71246865,Savings,Female,2021-11-05,FlexMore,Lagos
CUST00408,Tommy Jones,hyoung@wallace.info,ACC33045099,Savings,Female,2022-11-20,FamFriends,Lagos
CUST00409,Ronald Campbell,trevor40@williams-phillips.com,ACC30791703,Savings,Male,2020-08-16,FlexMore,Oyo
CUST00410,James Sharp,lopezgina@lyons.com,ACC95798620,Current,Female,2020-10-24,FlexMore,Kaduna
CUST00411,Erin Foster,scottsara@yahoo.com,ACC60259882,Savings,Female,2023-05-27,SaveEasy,Delta
CUST00412,Christopher Hansen,jeanne66@martin-dudley.com,ACC54965508,Current,Female,2019-09-29,SaveEasy,Delta
CUST00413,Jasmine Smith,katherinewalsh@hoffman-craig.info,ACC17132974,Savings,Female,2019-09-02,BetterSave,Osun
CUST00414,John Collins,reesederek@hotmail.com,ACC85649228,Current,Female,2020-09-26,SaveEasy,Osun
CUST00415,Michael Nelson,albertmiles@hotmail.com,ACC74390742,Savings,Female,2022-08-16,FamFriends,Delta
CUST00416,Dawn Woods,schultzryan@hotmail.com,ACC34837875,Savings,Male,2019-08-20,BetterSave,Kaduna
CUST00417,Derek Foley,smithpatrick@gmail.com,ACC23881746,Current,Male,2020-07-22,FamFriends,Enugu
CUST00418,Martin Boyd,melissaquinn@hotmail.com,ACC84310335,Current,Male,2024-05-14,FamFriends,Delta
CUST00419,Timothy Cardenas,heather41@gmail.com,ACC76498661,Current,Male,2021-12-22,FamFriends,Kano
CUST00420,Mr. Patrick Michael PhD,davidgreen@gmail.com,ACC91611678,Current,Male,2023-03-10,BetterSave,Rivers
CUST00421,Caitlin Porter,brendariddle@romero-martinez.com,ACC58123313,Current,Female,2021-05-18,FlexMore,Lagos
CUST00422,Wesley Davis,amycruz@yahoo.com,ACC89983591,Current,Male,2023-11-11,SaveEasy,Kano
CUST00423,Richard Hogan,robertlandry@moran-nelson.info,ACC33199670,Savings,Female,2022-03-03,BetterSave,Enugu
CUST00424,Eric Ware,elizabeth42@smith.com,ACC82297506,Current,Female,2023-10-24,BetterSave,Kaduna
CUST00425,Craig Brewer,thompsonsteve@yahoo.com,ACC95395374,Savings,Female,2020-12-04,SaveEasy,Kaduna
CUST00426,Michael Castro,morrisrobert@bailey.info,ACC89118191,Current,Female,2024-06-21,BetterSave,Lagos
CUST00427,Michele Carson,diamondmorales@green.com,ACC16725379,Current,Female,2022-07-20,FamFriends,Abuja
CUST00428,Nicole Spencer,denisesanchez@reid-garcia.com,ACC99852753,Savings,Female,2020-06-14,FamFriends,Rivers
CUST00429,Steven Booker,stoneamanda@yahoo.com,ACC47620920,Savings,Female,2020-11-23,FlexMore,Rivers
CUST00430,Rachel Bullock,slarson@hotmail.com,ACC32157565,Savings,Female,2021-06-14,BetterSave,Abuja
CUST00431,Calvin Henson,rogersnorma@robinson-hudson.biz,ACC64088896,Current,Female,2024-03-31,BetterSave,Lagos
CUST00432,Claire Kelly,yvazquez@hall-moreno.com,ACC17370030,Savings,Male,2023-05-22,FamFriends,Abuja
CUST00433,John Mcclain,alexandria78@gonzalez.com,ACC22147493,Savings,Male,2021-07-31,SaveEasy,Edo
CUST00434,Joseph Sullivan,emoore@gmail.com,ACC32367204,Current,Female,2022-02-21,FamFriends,Osun
CUST00435,Jesse Taylor,charles74@yahoo.com,ACC71951311,Current,Female,2020-06-29,BetterSave,Kaduna
CUST00436,Jason Mathis,angelaflores@roy-garcia.biz,ACC15112775,Current,Female,2024-05-19,SaveEasy,Edo
CUST00437,Ashley Lawrence,vwells@hotmail.com,ACC29014651,Current,Female,2022-12-22,SaveEasy,Rivers
CUST00438,Jessica West,rnewton@gmail.com,ACC57786060,Savings,Male,2023-10-16,FlexMore,Enugu
CUST00439,Victoria Jackson,ochoathomas@yahoo.com,ACC30808259,Savings,Female,2021-11-30,BetterSave,Osun
CUST00440,Steven Collins,andres36@love.net,ACC40242518,Current,Female,2020-03-02,FamFriends,Oyo
CUST00441,Andrea Hamilton,kdavis@gmail.com,ACC58778844,Savings,Female,2021-09-05,SaveEasy,Abuja
CUST00442,Mark Moss,bpalmer@gmail.com,ACC53650251,Savings,Male,2021-10-03,SaveEasy,Delta
CUST00443,Oscar Mitchell,rosepeter@gmail.com,ACC98925209,Savings,Male,2020-06-21,FamFriends,Oyo
CUST00444,Christian Garcia,james71@gmail.com,ACC88700107,Current,Female,2022-03-19,FamFriends,Enugu
CUST00445,Jessica Pratt,tammy93@yahoo.com,ACC70095816,Current,Male,2022-05-29,BetterSave,Kaduna
CUST00446,Michael Ramirez,nelsonelizabeth@hotmail.com,ACC74817743,Current,Female,2019-12-04,SaveEasy,Kano
CUST00447,Ryan Williams,gclark@hotmail.com,ACC44558466,Current,Male,2023-11-18,SaveEasy,Edo
CUST00448,Scott Haynes,abennett@lane.org,ACC58187107,Current,Female,2023-11-04,BetterSave,Lagos
CUST00449,Dr. Katherine Miller,cortezlaura@hotmail.com,ACC83044692,Savings,Female,2023-02-26,BetterSave,Enugu
CUST00450,Brendan Hunt,lori95@petersen.com,ACC97708174,Savings,Male,2019-11-19,FamFriends,Osun
CUST00451,Harry Haynes,mark78@martin.biz,ACC92266819,Savings,Female,2019-10-23,FamFriends,Rivers
CUST00452,Kimberly Stewart,fosterdiana@yahoo.com,ACC43274866,Savings,Female,2019-08-16,FlexMore,Enugu
CUST00453,Courtney Martin,crawfordlaura@gmail.com,ACC75625434,Current,Female,2023-05-17,FamFriends,Oyo
CUST00454,Michael Bell,pwest@hotmail.com,ACC32894803,Current,Female,2021-11-01,FlexMore,Abuja
CUST00455,Andrea Patterson,katherine21@cooper.info,ACC42942121,Current,Male,2024-03-19,FamFriends,Rivers
CUST00456,Jennifer Washington,jjohnson@gmail.com,ACC89256822,Savings,Female,2020-05-30,BetterSave,Oyo
CUST00457,Wendy Wilson,carl77@hotmail.com,ACC40181170,Current,Female,2021-08-14,SaveEasy,Edo
CUST00458,Jessica Phillips,charlespatrick@mcguire.net,ACC88093220,Current,Female,2021-01-19,SaveEasy,Oyo
CUST00459,Connie Peterson,stephaniewhitaker@yahoo.com,ACC99120038,Current,Male,2022-04-16,FlexMore,Osun
CUST00460,Ashley Ford,natalie55@yahoo.com,ACC29811215,Savings,Female,2019-09-26,FlexMore,Edo
CUST00461,Beverly Buckley,erikaroman@yahoo.com,ACC74145560,Savings,Male,2019-07-17,FamFriends,Rivers
CUST00462,Deborah Smith,juan93@castillo-tyler.com,ACC47983878,Savings,Male,2023-07-10,FlexMore,Rivers
CUST00463,Luis Smith,mariorobinson@stevens.com,ACC67586503,Savings,Male,2023-05-25,FamFriends,Kano
CUST00464,Melissa Jones,cgarcia@yahoo.com,ACC51028507,Current,Male,2021-11-30,FamFriends,Enugu
CUST00465,Nicholas Savage,sflowers@yahoo.com,ACC46981925,Savings,Female,2024-01-02,SaveEasy,Rivers
CUST00466,Brian Barber,blanchardjulia@yahoo.com,ACC39543614,Current,Female,2023-07-29,BetterSave,Delta
CUST00467,Elizabeth Mcintosh,jonathan10@nguyen-roberts.com,ACC54667067,Current,Male,2022-12-01,FlexMore,Enugu
CUST00468,Julian Gomez,matthewhayes@gmail.com,ACC68302467,Savings,Female,2020-05-08,BetterSave,Edo
CUST00469,Kristen Thomas,sreese@allen-fisher.net,ACC42552433,Savings,Female,2022-05-04,SaveEasy,Lagos
CUST00470,Krista Martinez,marvinbailey@roberts.com,ACC90538859,Current,Female,2019-12-18,SaveEasy,Oyo
CUST00471,Ashley Olson,joanharvey@norton-rodriguez.org,ACC73818974,Savings,Male,2023-11-06,FlexMore,Kaduna
CUST00472,Rachel Miller,alexanderbutler@gmail.com,ACC48655921,Savings,Female,2019-09-11,BetterSave,Edo
CUST00473,Regina Hall,ralphbowers@yahoo.com,ACC26362984,Current,Male,2023-11-12,BetterSave,Edo
